0,69,8360
1,69,8360
2,69,8360
3,95,8360
4,119,8360
5,139,8360
6,161,8360
7,197,8360
8,197,8360
9,241,8360
10,193,8360
11,202,8360
12,217,8360
13,219,8360
14,233,8360
15,250,8360
16,284,8360
17,254,8360
18,264,8360
19,252,8360
20,245,8360
21,238,8360
22,235,8360
23,215,8360
24,188,8360
25,161,8360
26,105,8360
27,99,8360
28,105,8360
29,87,8360
30,103,8360
31,121,8360
32,123,8360
33,135,8360
34,124,8360
35,129,8360
36,129,8360
37,145,8360
38,131,8360
39,121,8360
40,91,8360
41,71,8360
42,75,8360
43,71,8360
44,79,8360
45,64,8360
46,84,8360
47,74,8360
48,72,8360
49,88,8360
50,100,8360
51,111,8360
52,108,8360
53,94,8360
54,93,8360
55,108,8360
56,122,8360
57,128,8360
58,128,8360
59,108,8360
60,137,8360
61,165,8360
62,151,8360
63,151,8360
64,164,8360
65,160,8360
66,151,8360
67,149,8360
68,179,8360
69,187,8360
70,168,8360
71,133,8360
72,142,8360
73,144,8360
74,145,8360
75,152,8360
76,127,8360
77,130,8360
78,104,8360
79,148,8360
80,149,8360
81,145,8360
82,135,8360
83,136,8360
84,116,8360
85,98,8360
86,119,8360
87,127,8360
88,123,8360
89,75,8360
90,53,8360
91,85,8360
92,91,8360
93,88,8360
94,87,8360
95,89,8360
96,68,8360
97,67,8360
98,67,8360
99,71,8360
100,70,8360
101,80,8360
102,82,8360
103,118,8360
104,158,8360
105,156,8360
106,156,8360
107,144,8360
108,160,8360
109,153,8360
110,153,8360
111,130,8360
112,153,8360
113,162,8360
114,138,8360
115,171,8360
116,230,8360
117,226,8360
118,210,8360
119,233,8360
120,252,8360
121,274,8360
122,244,8360
123,210,8360
124,194,8360
125,220,8360
126,165,8360
127,185,8360
128,235,8360
129,230,8360
130,247,8360
131,224,8360
132,227,8360
133,293,8360
134,345,8360
135,294,8360
136,353,8360
137,355,8360
138,305,8360
139,308,8360
140,280,8360
141,262,8360
142,321,8360
143,266,8360
144,219,8360
145,371,8360
146,320,8360
147,306,8360
148,355,8360
149,391,8360
150,412,8360
151,484,8360
152,500,8360
153,568,8360
154,563,8360
155,478,8360
156,466,8360
157,541,8360
158,548,8360
159,490,8360
160,465,8360
161,422,8360
162,352,8360
163,281,8360
164,284,8360
165,213,8360
166,216,8360
167,132,8360
168,83,8360
169,85,8360
170,105,8360
171,76,8360
172,73,8360
173,76,8360
174,92,8360
175,112,8360
176,125,8360
177,144,8360
178,172,8360
179,170,8360
180,152,8360
181,152,8360
182,192,8360
183,168,8360
184,199,8360
185,175,8360
186,161,8360
187,178,8360
188,143,8360
189,183,8360
190,184,8360
191,187,8360
192,142,8360
193,157,8360
194,144,8360
195,144,8360
196,192,8360
197,168,8360
198,204,8360
199,164,8360
200,157,8360
201,154,8360
202,155,8360
203,159,8360
204,122,8360
205,127,8360
206,77,8360
207,70,8360
208,35,8360
209,35,8360
210,35,8360
211,35,8360
212,40,8360
213,29,8360
214,35,8360
215,37,8360
216,37,8360
217,29,8360
218,28,8360
219,28,8360
220,28,8360
221,39,8360
222,47,8360
223,39,8360
224,33,8360
225,26,8360
